Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
BuyForexOnline,Travel,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2000000.0,"Bangalore, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,
Colive.in,Consumer,Seed,1800000.0,"Bangalore, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,
Agricxlab Private Limited,"B2B, Farming, Marketplace",Seed,500000.0,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,
Corefactors,—,Seed,0.0,"Bangalore, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",
Fincash.com,Wealth Management,Seed,150000.0,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,
Pandorum Technologies,Biotechnology,Series A,3600000.0,"Bengaluru, Karnataka, India",Bengaluru based biotech startup.,
Shirsa Labs,"Education, Gaming, Training",Seed,500000.0,"Mumbai, Maharashtra, India",Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,
PetSutra,Veterinary,Seed,138700.0,"Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,0.0,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,
PinkBlue,"Health Care, Hospital, Supply Chain Management",Seed,300000.0,"Bangalore, Karnataka, India",PinkBlue.in - Super-efficient supply-chain for clinical supplies,
Eduvanz,"Finance, Financial Services",Angel,500000.0,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",
Rupeek,"Financial Services, Lending",Series A,6830000.0,"Bangalore, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,
Backpacker Panda Holidays Private Limited,"Tourism, Travel",Series A,1400000.0,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,
Shape (School Health and Physical Education),Education,Seed,200000.0,"Pune, Maharashtra, India",Physical education start up,
Placio,"Hospitality, Real Estate",Seed,2000000.0,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,
Aviom India Housing Finance,Finance,Series A,2190000.0,"New Delhi, Delhi, India",Delhi based housing finance company.,
GenRobotic,Market Research,Seed,0.0,"Trivandrum, Kerala, India",A Robotic Company.,
HeyHolidays,"Tourism, Travel",Seed,1000000.0,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000.0,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,0.0,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,
Food Memories,"Food and Beverage, Food Processing",Seed,0.0,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,
ZAMROO,"Internet, Marketplace, Shopping",Seed,0.0,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,300000.0,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,
Creator’s Gurukul,Facilities Support Services,Angel,0.0,"Gurgaon, Haryana, India",A coworking space provider.,
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed,364846.0,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000.0,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,
Scapic,"Cloud Computing, Computer, SaaS, Software",Seed,500000.0,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,
6Degree,"Fashion, Lifestyle, Retail",Seed,400000.0,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,
Chrysalis (EZ Vidya),Education,Seed,0.0,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,
Ekincare,Medical,Series A,1500000.0,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,
Streo,Music Streaming,Seed,0.0,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",
Groww,"Finance, Impact Investing, Internet",Seed,120000.0,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,
Cell Propulsion,—,Seed,102200.0,"Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,
Chezuba,"Internet, Social Entrepreneurship",Angel,20440.0,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,
Ontrack Technologies Pvt. Ltd,Retail,Seed,0.0,"Bangalore, Karnataka, India",Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Seed,500000.0,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,
Faclon Labs,"Cloud Computing, Computer, Software",Seed,0.0,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed,730000.0,"Bangalore, Karnataka, India",Operations and manpower outsourcing startup,
CollPoll,Education,Seed,0.0,"Bangalore, Karnataka, India",World-class Enterprise System for Education.,
Zyla Health,"Health Care, Hospitality",Seed,0.0,"New Delhi, Delhi, India",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,
Hubhopper,"Internet, Social News, Sports",Series A,500000.0,"Delhi, Delhi, India",Get your daily dose of interest as summaries from news and magazine stories .,
Rubix108 Technologies,Information Technology,Seed,1000000.0,"Pune, Maharashtra, India",Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,
Workflexi,Human Resources,Seed,146000.0,"Bangalore, Karnataka, India","Be Smart, Work on Contract,Be Smart, Hire on Contract",
Streak,Financial Services,Seed,328500.0,"Bangalore, Karnataka, India",Algorithmic trading platform.,
Kuants,Financial Services,Seed,73000.0,"Gurgaon, Haryana, India",Algorithmic trading platform.,
NiYO Solutions,"Finance, Financial Services, FinTech",Series A,13200000.0,"Bangalore, Karnataka, India",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,
Hippo Video,"Customer Service, Software, Video, Video Streaming",Seed,0.0,"Chennai, Tamil Nadu, India",A video recording and sharing software.,
Satvacart,"E-Commerce, Food Processing",Seed,0.0,"Gurgaon, Haryana, India",Satvacart is a Gurgaon’s largest online supermarket,
Daaki,Health Care,Angel,0.0,"Bangalore, Karnataka, India",Sports Nutrition startup,
Simulanis,Training,Seed,500000.0,"New Delhi, Delhi, India",A Delhi-based Augmented Reality and Virtual Reality technology development company.,
MY CHIRAAG CAB,Travel,Seed,1000000.0,"Jaipur, Rajasthan, India",MY CHIRAAG CAB SERVICES PVT LTD,
WOTU,Food and Beverage,Seed,0.0,"Bangalore, Karnataka, India",It operates a business-to-business e-commerce portal for food and beverages.,
Flathalt,—,Angel,50000.0,"Gurgaon, Haryana, India",FInd your Customized Home here.,
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,730000.0,"Pune, Maharashtra, India",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,
Trendlyne Technologies,Financial Services,Seed,200000.0,"Bangalore, Karnataka, India",Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,2046920.0,"Chennai, Tamil Nadu, India",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,
HealthPlix,"Fitness, Health Care, Wellness",Series A,3000000.0,"Bangalore, Karnataka, India",HealthPlix is a healthtech startup,
dishq,—,Seed,400000.0,"Bengaluru, Karnataka, India",dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",Seed,1100000.0,"Bengaluru, Karnataka, India",The boundaries between Human and Machines are shrinking fast.,
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,500000.0,"Delhi, Delhi, India",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,
Trell,—,Seed,1250000.0,"Bangalore City, Karnataka, India",Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Seed,180000.0,"Bangalore, Karnataka, India",Building future human capital through 21st Century Skills programs for K-12,
Log 9 Materials,Nanotechnology,Seed,438000.0,"Uttar Pradesh, India, Asia",Log 9 Materials is a nano-materials manufacturing and RnD startup,
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed,280320.0,"Gurgaon, Haryana, India",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,
HousingMan.com,—,Seed,1503800.0,"Bengaluru, Karnataka, India","New Apartments, Flats for Sale in Bangalore",
Steradian Semiconductors,—,Seed,0.0,"Bangalore, Karnataka, India",It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,
RupeeCircle,"Financial Services, Lending, Peer to Peer",Seed,584000.0,"Mumbai, Maharashtra, India",RupeeCircle is a new age finance company.,
Wooden Street,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",Series A,1000000.0,"Jaipur, Rajasthan, India",Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,
The Ken,Digital Media,Series A,1500000.0,"Bengaluru, Karnataka, India",The Ken is India’s first subscriptions-only business news site,
SaffronStays,—,Seed,2000000.0,"Mumbai, Maharashtra, India",SaffronStays connects travellers to India's Incredible hosts.,
Vebbler,"File Sharing, Personalization, Social Media",Seed,0.0,"Bengaluru, Karnataka, India",A personal network for close people,
Foyr,"Home Decor, Interior Design",Series A,4200000.0,"Pune, Maharashtra, India","Foyr.com is India's first online, automated interior designer",
MEngage,"Health Care, Medical Device, Mobile Apps",Seed,175000.0,"Jaipur, Rajasthan, India",MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,
Inner Being Wellness,—,Angel,511000.0,"Hyderabad, Andhra Pradesh, India","Inner Being Wellness manufactures beauty, wellness, and nutrition products.",
Kobster,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",Seed,0.0,"Chennai, Tamil Nadu, India",Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,
Wishberry,"Crowdfunding, Finance, Financial Services",Series A,1460000.0,"Mumbai, Maharashtra, India",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,
McXtra,"Finance, Financial Services, Insurance",Seed,1300000.0,"Andheri, Maharashtra, India",McXtra is a digital insurance broking startup.,
Magic Crate,"Children, Education, Online Portals",Seed,0.0,"Bangalore, Karnataka, India","Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",
SmartVizX,"Software, Virtual Reality",Seed,1450000.0,"Noida, Uttar Pradesh, India",It is a Virtual Reality Solutions StartUp,
MySEODoc,—,Seed,0.0,"Delhi, Delhi, India","SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,2920.0,"Pune, Maharashtra, India",Digital Marketing Agency,
Scale Labs,—,Seed,1000000.0,"Delhi, Delhi, India",Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,
